municipio,IDHM,IDHM Renda,IDHM Longevidade,IDHM Educacao
Curionópolis (PA),"0,636","0,592","0,809","0,536"
Tijucas do Sul (PR),"0,636","0,679","0,792","0,479"
Almas (TO),"0,636","0,616","0,796","0,524"
Olaria (MG),"0,636","0,638","0,823","0,490"
Retirolândia (BA),"0,636","0,579","0,773","0,574"
São José do Cerrito (SC),"0,636","0,618","0,827","0,503"
Ibotirama (BA),"0,636","0,601","0,780","0,548"
Orós (CE),"0,636","0,582","0,793","0,557"
Pindoretama (CE),"0,636","0,581","0,754","0,588"
Espigão Alto do Iguaçu (PR),"0,636","0,632","0,781","0,521"
Dores de Guanhães (MG),"0,636","0,612","0,821","0,512"
Candói (PR),"0,635","0,655","0,778","0,503"
Oliveira Fortes (MG),"0,635","0,616","0,794","0,523"
Cantagalo (PR),"0,635","0,638","0,768","0,522"
Piripiri (PI),"0,635","0,621","0,775","0,533"
Surubim (PE),"0,635","0,617","0,756","0,548"
Terra Santa (PA),"0,635","0,602","0,763","0,558"
Martins Soares (MG),"0,635","0,619","0,809","0,512"
Santa Cruz (RN),"0,635","0,597","0,761","0,564"
São José do Egito (PE),"0,635","0,602","0,769","0,554"
Seabra (BA),"0,635","0,588","0,761","0,572"
Chapada Gaúcha (MG),"0,635","0,573","0,820","0,546"
Pacoti (CE),"0,635","0,571","0,773","0,580"
Itueta (MG),"0,635","0,640","0,825","0,485"
Tibau (RN),"0,635","0,627","0,769","0,530"
Santa Rita do Novo Destino (GO),"0,634","0,639","0,820","0,487"
Taguatinga (TO),"0,634","0,628","0,818","0,497"
Caranaíba (MG),"0,634","0,593","0,807","0,533"
Pombal (PB),"0,634","0,629","0,787","0,515"
Paraipaba (CE),"0,634","0,574","0,738","0,602"
Oeiras (PI),"0,634","0,619","0,753","0,547"
Gramado Xavier (RS),"0,634","0,681","0,792","0,473"
Novo Horizonte do Oeste (RO),"0,634","0,606","0,799","0,527"
Vila Propício (GO),"0,634","0,629","0,802","0,505"
Carolina (MA),"0,634","0,600","0,802","0,529"
Itambé do Mato Dentro (MG),"0,634","0,605","0,823","0,513"
Nova Roma (GO),"0,634","0,594","0,812","0,529"
Porto Firme (MG),"0,634","0,615","0,804","0,516"
Lagoa dos Patos (MG),"0,634","0,593","0,773","0,556"
Serrinha (BA),"0,634","0,615","0,778","0,532"
Gravatá (PE),"0,634","0,630","0,794","0,510"
Santa Maria do Tocantins (TO),"0,634","0,600","0,784","0,543"
Mundo Novo (GO),"0,634","0,642","0,812","0,488"
Itagimirim (BA),"0,634","0,602","0,821","0,516"
São João da Lagoa (MG),"0,634","0,575","0,813","0,546"
Entre Folhas (MG),"0,634","0,617","0,792","0,521"
Conceição da Feira (BA),"0,634","0,606","0,766","0,548"
Itambacuri (MG),"0,634","0,616","0,784","0,527"
Tuparetama (PE),"0,634","0,612","0,749","0,557"
Conceição do Mato Dentro (MG),"0,634","0,622","0,794","0,517"
Vargem Grande do Rio Pardo (MG),"0,634","0,563","0,811","0,559"
Tarumirim (MG),"0,633","0,614","0,829","0,499"
Tauá (CE),"0,633","0,585","0,773","0,560"
Aral Moreira (MS),"0,633","0,628","0,798","0,507"
Caiana (MG),"0,633","0,631","0,833","0,483"
Groaíras (CE),"0,633","0,585","0,724","0,598"
Bom Jesus da Lapa (BA),"0,633","0,615","0,775","0,533"
Serranópolis de Minas (MG),"0,633","0,608","0,773","0,539"
Urucânia (MG),"0,633","0,628","0,811","0,498"
Alto Parnaíba (MA),"0,633","0,683","0,785","0,474"
Pindaré-Mirim (MA),"0,633","0,568","0,755","0,592"
Santana da Boa Vista (RS),"0,633","0,630","0,802","0,503"
Itapissuma (PE),"0,633","0,589","0,764","0,564"
Santo Antônio do Grama (MG),"0,633","0,626","0,823","0,493"
Farias Brito (CE),"0,633","0,541","0,774","0,605"
Minas Novas (MG),"0,633","0,600","0,802","0,528"
Bocaina (PI),"0,632","0,614","0,773","0,532"
Silves (AM),"0,632","0,546","0,791","0,584"
Santo Antônio do Tauá (PA),"0,632","0,598","0,753","0,561"
Rosário (MA),"0,632","0,566","0,752","0,592"
Cruz (CE),"0,632","0,573","0,752","0,586"
Independência (CE),"0,632","0,561","0,759","0,592"
Escada (PE),"0,632","0,594","0,781","0,543"
Dom Macedo Costa (BA),"0,632","0,598","0,795","0,531"
Gandu (BA),"0,632","0,645","0,771","0,508"
Lajedão (BA),"0,632","0,652","0,778","0,497"
Rodelas (BA),"0,632","0,566","0,790","0,564"
Córrego Novo (MG),"0,632","0,596","0,805","0,525"
José Gonçalves de Minas (MG),"0,632","0,597","0,764","0,553"
Presidente Bernardes (MG),"0,632","0,603","0,804","0,521"
Riachinho (MG),"0,632","0,577","0,795","0,551"
São Sebastião do Rio Preto (MG),"0,632","0,662","0,809","0,472"
Simonésia (MG),"0,632","0,622","0,823","0,493"
Veredinha (MG),"0,632","0,579","0,785","0,555"
Divino de São Lourenço (ES),"0,632","0,622","0,819","0,496"
Mato Rico (PR),"0,632","0,580","0,812","0,536"
Miranda (MS),"0,632","0,638","0,782","0,507"
Sinimbu (RS),"0,631","0,697","0,792","0,456"
Pendências (RN),"0,631","0,633","0,753","0,526"
Matipó (MG),"0,631","0,630","0,780","0,511"
Ichu (BA),"0,631","0,580","0,771","0,562"
Nova Olinda (TO),"0,631","0,614","0,765","0,535"
Rosário do Catete (SE),"0,631","0,603","0,731","0,571"
Campinaçu (GO),"0,631","0,644","0,819","0,476"
Marianópolis do Tocantins (TO),"0,631","0,630","0,792","0,504"
Sobradinho (BA),"0,631","0,605","0,748","0,555"
Araguatins (TO),"0,631","0,604","0,793","0,525"
Cantagalo (MG),"0,631","0,598","0,816","0,515"
Desterro do Melo (MG),"0,631","0,618","0,809","0,503"
Sobrália (MG),"0,631","0,611","0,805","0,510"
Uruçuí (PI),"0,631","0,614","0,794","0,516"
Redentora (RS),"0,631","0,606","0,792","0,523"
Vargem Alegre (MG),"0,631","0,631","0,819","0,486"
Jari (RS),"0,631","0,636","0,836","0,473"
Senhora de Oliveira (MG),"0,631","0,603","0,801","0,521"
Angical do Piauí (PI),"0,630","0,610","0,737","0,555"
Ipiranga do Piauí (PI),"0,630","0,560","0,765","0,583"
Campos Sales (CE),"0,630","0,584","0,769","0,556"
Campina do Simão (PR),"0,630","0,598","0,792","0,527"
Jangada (MT),"0,630","0,567","0,805","0,549"
Penedo (AL),"0,630","0,602","0,774","0,536"
Acaiaca (MG),"0,630","0,610","0,823","0,499"
Ramilândia (PR),"0,630","0,639","0,802","0,489"
Bonópolis (GO),"0,630","0,630","0,813","0,488"
São Geraldo do Baixio (MG),"0,630","0,631","0,824","0,482"
Nova Módica (MG),"0,630","0,610","0,779","0,527"
Barra do Mendes (BA),"0,630","0,578","0,784","0,553"
Santa Rita de Ibitipoca (MG),"0,630","0,625","0,793","0,505"
Itinga do Maranhão (MA),"0,630","0,601","0,764","0,545"
Bacabeira (MA),"0,629","0,558","0,768","0,580"
Itaobim (MG),"0,629","0,613","0,787","0,516"
Pentecoste (CE),"0,629","0,562","0,734","0,604"
Belo Jardim (PE),"0,629","0,617","0,783","0,514"
Dores do Turvo (MG),"0,629","0,613","0,829","0,490"
Nova Cruz (RN),"0,629","0,589","0,788","0,537"
Encanto (RN),"0,629","0,589","0,787","0,536"
Várzea Alegre (CE),"0,629","0,569","0,759","0,576"
Cândido de Abreu (PR),"0,629","0,643","0,783","0,494"
Lassance (MG),"0,629","0,614","0,795","0,511"
Reduto (MG),"0,629","0,647","0,801","0,480"
Governador Edison Lobão (MA),"0,629","0,589","0,764","0,552"
São João do Triunfo (PR),"0,629","0,655","0,801","0,475"
Bodó (RN),"0,629","0,570","0,772","0,565"
Piau (MG),"0,629","0,647","0,824","0,467"
Rio Bonito do Iguaçu (PR),"0,629","0,631","0,792","0,498"
Vargem (SC),"0,629","0,636","0,790","0,495"
Turuçu (RS),"0,629","0,685","0,814","0,446"
Cutias (AP),"0,628","0,576","0,760","0,566"
Itacambira (MG),"0,628","0,570","0,791","0,550"
Riachão do Jacuípe (BA),"0,628","0,588","0,755","0,559"
Abaiara (CE),"0,628","0,540","0,748","0,612"
Acorizal (MT),"0,628","0,594","0,816","0,510"
Santana de Pirapama (MG),"0,628","0,617","0,816","0,493"
Serra Branca (PB),"0,628","0,598","0,770","0,537"
Berilo (MG),"0,628","0,580","0,816","0,524"
Monteiro (PB),"0,628","0,625","0,709","0,558"
Colônia do Gurguéia (PI),"0,628","0,578","0,778","0,550"
São Francisco do Oeste (RN),"0,628","0,581","0,779","0,547"
Abaetetuba (PA),"0,628","0,579","0,798","0,537"
Palmeiras do Tocantins (TO),"0,628","0,586","0,810","0,522"
Milagres (CE),"0,628","0,561","0,777","0,569"
Jordânia (MG),"0,628","0,613","0,797","0,506"
Lagoa Seca (PB),"0,627","0,621","0,769","0,516"
Itamaraju (BA),"0,627","0,641","0,767","0,502"
Cairu (BA),"0,627","0,600","0,807","0,510"
Pedra Azul (MG),"0,627","0,596","0,797","0,518"
Peçanha (MG),"0,627","0,630","0,787","0,497"
Pavão (MG),"0,627","0,599","0,813","0,507"
Pequizeiro (TO),"0,627","0,589","0,806","0,518"
Santa Rita (PB),"0,627","0,597","0,774","0,534"
Santa Teresinha (PB),"0,627","0,586","0,820","0,513"
Sumé (PB),"0,627","0,602","0,765","0,534"
Espinosa (MG),"0,627","0,582","0,804","0,526"
Bugre (MG),"0,627","0,602","0,800","0,511"
Santa Bárbara do Pará (PA),"0,627","0,575","0,784","0,546"
Vale do Paraíso (RO),"0,627","0,641","0,792","0,485"
Lambari D'Oeste (MT),"0,627","0,670","0,787","0,467"
Simplício Mendes (PI),"0,627","0,613","0,767","0,525"
Axixá do Tocantins (TO),"0,627","0,595","0,733","0,566"
Baixio (CE),"0,627","0,563","0,763","0,575"
São Gonçalo dos Campos (BA),"0,627","0,636","0,752","0,516"
Cachoeirinha (TO),"0,627","0,548","0,762","0,590"
Itaverava (MG),"0,627","0,613","0,811","0,496"
Lagoa da Confusão (TO),"0,627","0,630","0,787","0,496"
Riacho dos Machados (MG),"0,627","0,557","0,808","0,547"
Coronel Murta (MG),"0,627","0,578","0,784","0,543"
Buriti do Tocantins (TO),"0,627","0,575","0,713","0,601"
Cuparaque (MG),"0,627","0,621","0,798","0,497"
Cedro (CE),"0,627","0,592","0,753","0,553"
Itaitinga (CE),"0,626","0,583","0,768","0,548"
Coroaci (MG),"0,626","0,613","0,811","0,493"
Piedade dos Gerais (MG),"0,626","0,645","0,840","0,453"
Várzea (RN),"0,626","0,577","0,771","0,552"
Senhora dos Remédios (MG),"0,626","0,578","0,776","0,548"
Campo Redondo (RN),"0,626","0,554","0,758","0,584"
Raposa (MA),"0,626","0,568","0,735","0,587"
Tumiritinga (MG),"0,626","0,615","0,827","0,482"
Floresta (PE),"0,626","0,588","0,775","0,538"
Pocrane (MG),"0,626","0,614","0,799","0,500"
Coruripe (AL),"0,626","0,591","0,769","0,541"
Bonfim (RR),"0,626","0,597","0,809","0,509"
Joanésia (MG),"0,626","0,616","0,803","0,495"
Mambaí (GO),"0,626","0,610","0,816","0,494"
Mendes Pimentel (MG),"0,626","0,617","0,768","0,518"
Redenção (CE),"0,626","0,567","0,750","0,577"
Muribeca (SE),"0,626","0,575","0,771","0,554"
Guamaré (RN),"0,626","0,632","0,769","0,505"
Serra da Raiz (PB),"0,626","0,570","0,792","0,544"
Olhos-D'Água (MG),"0,626","0,607","0,812","0,498"
São Sebastião do Oeste (MG),"0,626","0,678","0,832","0,434"
Arari (MA),"0,626","0,587","0,764","0,546"
Santo Estêvão (BA),"0,626","0,611","0,808","0,498"
Pedra Branca do Amapari (AP),"0,626","0,628","0,779","0,502"
Santa Leopoldina (ES),"0,626","0,646","0,797","0,477"
Milhã (CE),"0,626","0,560","0,784","0,558"
Santa Cruz do Escalvado (MG),"0,625","0,618","0,815","0,485"
Guimarães (MA),"0,625","0,535","0,772","0,592"
Caetité (BA),"0,625","0,631","0,801","0,484"
Alto Paraíso (RO),"0,625","0,664","0,804","0,457"
São João do Pacuí (MG),"0,625","0,606","0,798","0,504"
Mâncio Lima (AC),"0,625","0,580","0,770","0,546"
Ibicaraí (BA),"0,625","0,609","0,764","0,524"
Brás Pires (MG),"0,625","0,582","0,801","0,523"
Gurjão (PB),"0,625","0,576","0,729","0,581"
Amargosa (BA),"0,625","0,616","0,807","0,492"
Lajes Pintadas (RN),"0,625","0,559","0,769","0,568"
Angical (BA),"0,625","0,564","0,778","0,556"
Paulistas (MG),"0,625","0,593","0,791","0,521"
Medeiros Neto (BA),"0,625","0,626","0,777","0,501"
Solonópole (CE),"0,625","0,565","0,754","0,574"
Nova Olinda (CE),"0,625","0,567","0,779","0,554"
Potiraguá (BA),"0,625","0,595","0,754","0,545"
Francisco Dumont (MG),"0,625","0,596","0,797","0,513"
Ervália (MG),"0,625","0,640","0,828","0,460"
Lagarto (SE),"0,625","0,613","0,775","0,515"
Icaraí de Minas (MG),"0,624","0,570","0,799","0,533"
Jenipapo de Minas (MG),"0,624","0,588","0,793","0,520"
Buritizeiro (MG),"0,624","0,603","0,768","0,524"
Jaguaruana (CE),"0,624","0,568","0,779","0,548"
Almino Afonso (RN),"0,624","0,578","0,739","0,568"
Medina (MG),"0,624","0,624","0,821","0,475"
Angicos (RN),"0,624","0,606","0,756","0,530"
Ourilândia do Norte (PA),"0,624","0,653","0,795","0,467"
Caxias (MA),"0,624","0,595","0,753","0,543"
Braúnas (MG),"0,624","0,635","0,802","0,478"
Itajá (RN),"0,624","0,586","0,769","0,539"
Lajes (RN),"0,624","0,578","0,756","0,557"
Pedra do Anta (MG),"0,624","0,636","0,821","0,466"
Amaral Ferrador (RS),"0,624","0,664","0,802","0,457"
Inhuma (PI),"0,624","0,562","0,772","0,560"
Caracaraí (RR),"0,624","0,601","0,780","0,518"
Ponte Alta do Tocantins (TO),"0,624","0,587","0,779","0,531"
Poté (MG),"0,624","0,584","0,809","0,515"
Rio Pardo de Minas (MG),"0,624","0,586","0,798","0,520"
Vale do Sol (RS),"0,624","0,681","0,813","0,439"
Capitão Andrade (MG),"0,624","0,630","0,805","0,478"
Caparaó (MG),"0,624","0,614","0,836","0,473"
Barra Longa (MG),"0,624","0,613","0,823","0,482"
Fortim (CE),"0,624","0,562","0,734","0,588"
Itapagé (CE),"0,623","0,561","0,760","0,568"
Tenente Laurentino Cruz (RN),"0,623","0,559","0,737","0,586"
Bela Cruz (CE),"0,623","0,533","0,760","0,598"
São José do Norte (RS),"0,623","0,663","0,792","0,461"
Caturité (PB),"0,623","0,617","0,782","0,502"
Esperança (PB),"0,623","0,598","0,767","0,526"
Miguel Leão (PI),"0,623","0,579","0,782","0,533"
São Miguel do Tocantins (TO),"0,623","0,582","0,762","0,544"
Zabelê (PB),"0,623","0,567","0,725","0,587"
Oriximiná (PA),"0,623","0,599","0,778","0,520"
Cabrobó (PE),"0,623","0,581","0,773","0,539"
Equador (RN),"0,623","0,578","0,765","0,546"
Elísio Medrado (BA),"0,623","0,590","0,777","0,527"
Divinolândia de Minas (MG),"0,623","0,603","0,812","0,495"
Lençóis (BA),"0,623","0,613","0,775","0,510"
Petrolândia (PE),"0,623","0,604","0,755","0,531"
São Miguel dos Campos (AL),"0,623","0,612","0,770","0,514"
Juti (MS),"0,623","0,646","0,770","0,485"
Valença (BA),"0,623","0,619","0,778","0,502"
Bom Jesus do Galho (MG),"0,623","0,615","0,800","0,491"
Guaraciaba (MG),"0,623","0,618","0,794","0,493"
Cedro de São João (SE),"0,623","0,608","0,731","0,543"
São Paulo do Potengi (RN),"0,622","0,584","0,744","0,555"
Ibitirama (ES),"0,622","0,609","0,821","0,481"
São Pedro do Suaçuí (MG),"0,622","0,611","0,785","0,501"
Plácido de Castro (AC),"0,622","0,593","0,786","0,517"
Abel Figueiredo (PA),"0,622","0,625","0,800","0,481"
Jacundá (PA),"0,622","0,628","0,752","0,509"
Francisco Badaró (MG),"0,622","0,575","0,793","0,527"
Monte do Carmo (TO),"0,622","0,608","0,808","0,489"
Dom Joaquim (MG),"0,622","0,610","0,819","0,482"
Dom Pedro (MA),"0,622","0,582","0,759","0,545"
Mirinzal (MA),"0,622","0,546","0,756","0,582"
Passa Sete (RS),"0,622","0,639","0,782","0,482"
Aratuba (CE),"0,622","0,530","0,775","0,587"
Missão Velha (CE),"0,622","0,579","0,754","0,552"
Palmácia (CE),"0,622","0,590","0,742","0,551"
Porteiras (CE),"0,622","0,531","0,765","0,592"
Quixeré (CE),"0,622","0,560","0,774","0,556"
Milagres (BA),"0,622","0,590","0,789","0,518"
Martins (RN),"0,622","0,580","0,772","0,538"
Nísia Floresta (RN),"0,622","0,601","0,773","0,518"
Quixabá (PB),"0,622","0,564","0,737","0,579"
Santarém (PB),"0,622","0,553","0,765","0,568"
São João do Cariri (PB),"0,622","0,618","0,797","0,488"
Calmon (SC),"0,622","0,618","0,779","0,500"
Ferreiros (PE),"0,622","0,589","0,787","0,519"
Palmares (PE),"0,622","0,588","0,744","0,550"
Imbaú (PR),"0,622","0,636","0,785","0,481"
Capim Grosso (BA),"0,621","0,620","0,752","0,514"
Piancó (PB),"0,621","0,593","0,736","0,550"
Campo Azul (MG),"0,621","0,550","0,799","0,546"
Jaguaribe (CE),"0,621","0,580","0,760","0,543"
Piraquê (TO),"0,621","0,593","0,792","0,511"
Campo do Brito (SE),"0,621","0,625","0,793","0,484"
Licínio de Almeida (BA),"0,621","0,582","0,775","0,531"
Augusto Severo (RN),"0,621","0,624","0,774","0,495"
Maragogipe (BA),"0,621","0,582","0,793","0,518"
Filadélfia (TO),"0,621","0,578","0,792","0,522"
Pacujá (CE),"0,621","0,562","0,745","0,571"
Japaratuba (SE),"0,621","0,581","0,757","0,544"
Goianorte (TO),"0,621","0,598","0,805","0,497"
Sertãozinho (PB),"0,621","0,554","0,769","0,561"
Cerro Negro (SC),"0,621","0,634","0,829","0,455"
Santana do Manhuaçu (MG),"0,621","0,622","0,809","0,475"
Doutor Severiano (RN),"0,621","0,567","0,747","0,566"
Catuti (MG),"0,621","0,563","0,773","0,549"
Cônego Marinho (MG),"0,621","0,550","0,799","0,544"
Prado (BA),"0,621","0,616","0,784","0,497"
Tamarana (PR),"0,621","0,628","0,829","0,460"
Portalegre (RN),"0,621","0,581","0,754","0,547"
Senador Modestino Gonçalves (MG),"0,620","0,566","0,782","0,539"
Itaquiraí (MS),"0,620","0,645","0,772","0,479"
São Félix de Minas (MG),"0,620","0,589","0,795","0,510"
Antônio Almeida (PI),"0,620","0,579","0,781","0,527"
Alto Rio Doce (MG),"0,620","0,595","0,828","0,483"
Itaberaba (BA),"0,620","0,638","0,769","0,485"
Bias Fortes (MG),"0,620","0,605","0,796","0,495"
Irará (BA),"0,620","0,587","0,809","0,501"
Passagem (PB),"0,620","0,566","0,790","0,534"
Urucará (AM),"0,620","0,551","0,754","0,575"
Monte Santo do Tocantins (TO),"0,620","0,572","0,760","0,547"
Santo Antônio (RN),"0,620","0,595","0,782","0,512"
Ipueiras (TO),"0,620","0,576","0,797","0,518"
Virgolândia (MG),"0,620","0,602","0,795","0,497"
Chapada da Natividade (TO),"0,620","0,590","0,814","0,497"
Camocim (CE),"0,620","0,565","0,729","0,578"
Jacinto (MG),"0,620","0,595","0,807","0,496"
Charrua (RS),"0,620","0,699","0,885","0,385"
São Luís do Curu (CE),"0,620","0,558","0,719","0,593"
Benjamin Constant do Sul (RS),"0,619","0,601","0,801","0,492"
Santo Antônio dos Milagres (PI),"0,619","0,524","0,776","0,582"
Matinha (MA),"0,619","0,579","0,731","0,560"
Cantá (RR),"0,619","0,581","0,803","0,509"
Brejo dos Santos (PB),"0,619","0,564","0,776","0,541"
Chapada de Areia (TO),"0,619","0,619","0,726","0,529"
Ipojuca (PE),"0,619","0,613","0,774","0,499"
Baturité (CE),"0,619","0,574","0,753","0,548"
Urucuia (MG),"0,619","0,559","0,781","0,543"
Fronteiras (PI),"0,619","0,621","0,748","0,511"
Senador Pompeu (CE),"0,619","0,574","0,770","0,537"
Rorainópolis (RR),"0,619","0,574","0,798","0,519"
Vitória do Jari (AP),"0,619","0,587","0,781","0,517"
Pingo-D'Água (MG),"0,619","0,603","0,744","0,529"
Maruim (SE),"0,618","0,590","0,781","0,511"
Demerval Lobão (PI),"0,618","0,588","0,781","0,515"
Formosa do Rio Preto (BA),"0,618","0,576","0,763","0,536"
Apuiarés (CE),"0,618","0,536","0,741","0,593"
Meruoca (CE),"0,618","0,559","0,761","0,554"
Arneiroz (CE),"0,618","0,565","0,740","0,564"
Santa Cruz (PB),"0,618","0,578","0,779","0,523"
Ipu (CE),"0,618","0,583","0,762","0,532"
Conde (PB),"0,618","0,591","0,797","0,500"
Toritama (PE),"0,618","0,655","0,797","0,452"
Catarina (CE),"0,618","0,551","0,764","0,560"
Umarizal (RN),"0,618","0,590","0,792","0,506"
Timbaúba (PE),"0,618","0,592","0,769","0,519"
Jaguaribara (CE),"0,618","0,575","0,735","0,559"
Reserva (PR),"0,618","0,650","0,786","0,461"
Malacacheta (MG),"0,618","0,609","0,768","0,505"
Mortugaba (BA),"0,618","0,598","0,771","0,513"
Viana (MA),"0,618","0,567","0,758","0,548"
José de Freitas (PI),"0,618","0,591","0,781","0,512"
Patu (RN),"0,618","0,599","0,768","0,513"
Mamonas (MG),"0,618","0,565","0,779","0,537"
Junco do Seridó (PB),"0,617","0,571","0,715","0,576"
Major Sales (RN),"0,617","0,573","0,774","0,529"
Muniz Ferreira (BA),"0,617","0,581","0,761","0,531"
José Raydan (MG),"0,617","0,596","0,799","0,493"
Salinas da Margarida (BA),"0,617","0,575","0,729","0,561"
Guaiúba (CE),"0,617","0,546","0,768","0,560"
Saubara (BA),"0,617","0,563","0,738","0,565"
São José do Sabugi (PB),"0,617","0,584","0,781","0,514"
Sítio D'Abadia (GO),"0,617","0,590","0,802","0,497"
Uibaí (BA),"0,617","0,575","0,758","0,540"
Riachuelo (SE),"0,617","0,591","0,766","0,520"
Parecis (RO),"0,617","0,604","0,800","0,485"
Vigia (PA),"0,617","0,594","0,768","0,516"
Puxinanã (PB),"0,617","0,574","0,754","0,542"
Cajuri (MG),"0,617","0,599","0,804","0,487"
Água Nova (RN),"0,616","0,527","0,776","0,572"
São Mateus do Maranhão (MA),"0,616","0,627","0,723","0,515"
Santa Fé do Araguaia (TO),"0,616","0,604","0,804","0,482"
Rio dos Bois (TO),"0,616","0,588","0,795","0,501"
Datas (MG),"0,616","0,590","0,756","0,524"
Fortaleza dos Nogueiras (MA),"0,616","0,566","0,773","0,534"
Buritis (RO),"0,616","0,650","0,751","0,479"
São Gonçalo do Piauí (PI),"0,616","0,538","0,739","0,588"
Itaguatins (TO),"0,616","0,572","0,799","0,511"
São Felipe (BA),"0,616","0,565","0,787","0,525"
Barreira (CE),"0,616","0,551","0,771","0,551"
Caravelas (BA),"0,616","0,626","0,791","0,473"
Herveiras (RS),"0,616","0,670","0,792","0,441"
Icapuí (CE),"0,616","0,572","0,757","0,541"
Soledade (PB),"0,616","0,598","0,772","0,506"
Massapê (CE),"0,616","0,541","0,778","0,554"
Santa Quitéria (CE),"0,616","0,546","0,775","0,553"
Chuvisca (RS),"0,616","0,655","0,818","0,437"
Ibipeba (BA),"0,616","0,577","0,744","0,545"
Matias Cardoso (MG),"0,616","0,584","0,799","0,501"
Ceará-Mirim (RN),"0,616","0,599","0,774","0,505"
Novorizonte (MG),"0,616","0,582","0,804","0,500"
Campanário (MG),"0,616","0,607","0,831","0,464"
Tabatinga (AM),"0,616","0,602","0,769","0,505"
Uruçuca (BA),"0,616","0,607","0,758","0,507"
